neo4j119,Neo4j.Driver.Internal.IConnectionProvider.Acquire,neo4j118,neo4j2,neo4j,1,1,1,26,79,43,1,1,1,1,635,4,5,4,1,1,1,1,44,3,5,4,1,1,1,1,40,1,0,0
neo4j120,Neo4j.Driver.Internal.IConnectionProvider.AcquireAsync,neo4j118,neo4j2,neo4j,1,1,1,12,62,33,1,1,1,1,259,3,5,4,1,1,1,1,22,2,4,3,1,1,1,1,19,1,0,0
neo4j121,Neo4j.Driver.Internal.IConnectionProvider.Close,neo4j118,neo4j2,neo4j,1,1,1,15,70,46,1,1,1,1,233,4,13,8,1,1,1,1,29,3,6,4,1,1,1,1,17,1,0,0
neo4j122,Neo4j.Driver.Internal.IConnectionProvider.CloseAsync,neo4j118,neo4j2,neo4j,1,1,1,28,56,40,1,1,1,1,108,5,12,7,1,1,1,1,18,3,5,3,1,1,1,1,8,1,0,0
neo4j124,Neo4j.Driver.Internal.IConnectionReleaseManager.Release,neo4j123,neo4j2,neo4j,1,1,1,6,6,6,1,1,1,1,6,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,0,0
neo4j125,Neo4j.Driver.Internal.IConnectionReleaseManager.ReleaseAsync,neo4j123,neo4j2,neo4j,1,1,1,6,6,6,1,1,1,1,6,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,0,0
neo4j127,Neo4j.Driver.Internal.IPooledConnection.ClearConnection,neo4j126,neo4j2,neo4j,1,1,1,23,23,23,1,1,1,1,23,3,3,3,1,1,1,1,3,2,2,2,1,1,1,1,2,1,0,0
neo4j128,Neo4j.Driver.Internal.IPooledConnection.ClearConnectionAsync,neo4j126,neo4j2,neo4j,1,1,1,23,23,23,1,1,1,1,23,3,3,3,1,1,1,1,3,2,2,2,1,1,1,1,2,1,0,0
neo4j129,Neo4j.Driver.Internal.IPooledConnection.OnAcquire,neo4j126,neo4j2,neo4j,1,1,1,15,15,15,1,1,1,1,15,3,3,3,1,1,1,1,3,2,2,2,1,1,1,1,2,1,0,0
neo4j130,Neo4j.Driver.Internal.IPooledConnection.OnRelease,neo4j126,neo4j2,neo4j,1,1,1,23,23,23,1,1,1,1,45,3,3,3,1,1,1,1,5,2,2,2,1,1,1,1,3,1,0,0
neo4j132,Neo4j.Driver.Internal.ITimer.Reset,neo4j131,neo4j2,neo4j,1,1,1,9,23,14,1,1,1,1,40,2,5,3,1,1,1,1,7,2,3,2,1,1,1,1,5,1,0,0
neo4j133,Neo4j.Driver.Internal.ITimer.Start,neo4j131,neo4j2,neo4j,1,1,1,1,31,21,1,1,1,1,53,1,5,3,1,1,1,1,7,1,3,2,1,1,1,1,4,1,0,0
neo4j135,Neo4j.Driver.Internal.LoggerBase.TryExecute,neo4j134,neo4j2,neo4j,13,1,1,27,98,51,14,13,14,13,1391,2,8,3,2,1,2,1,93,2,4,3,2,1,2,1,69,1,0,0
neo4j136,Neo4j.Driver.Internal.LoggerBase.TryExecuteAsync,neo4j134,neo4j2,neo4j,13,1,1,28,81,45,14,13,14,13,558,2,6,3,2,1,2,1,39,2,4,3,2,1,2,1,29,1,0,0
neo4j137,Neo4j.Driver.Internal.LoggerBase.Dispose,neo4j134,neo4j2,neo4j,8,2,1,13,54,25,8,8,8,8,472,3,7,3,2,2,2,2,40,2,3,2,1,1,1,1,28,1,0,1
neo4j139,Neo4j.Driver.Internal.IPooledConnectionFactory.Create,neo4j138,neo4j2,neo4j,1,1,1,8,122,78,1,1,1,1,893,2,12,7,1,1,1,1,53,2,5,4,1,1,1,1,37,1,0,0
neo4j141,Neo4j.Driver.Internal.PooledConnectionFactory.Create,neo4j140,neo4j2,neo4j,7,1,1,7,7,7,19,19,19,19,7,1,1,1,4,4,4,4,1,1,1,1,3,3,3,3,1,1,0,0
neo4j146,Neo4j.Driver.Internal.IRetryLogic.Retry,neo4j145,neo4j2,neo4j,1,1,1,15,38,22,1,1,1,1,57,3,3,3,1,1,1,1,6,3,3,3,1,1,1,1,6,1,0,0
neo4j147,Neo4j.Driver.Internal.IRetryLogic.RetryAsync,neo4j145,neo4j2,neo4j,1,1,1,16,16,16,1,1,1,1,21,3,3,3,1,1,1,1,4,3,3,3,1,1,1,1,4,1,0,0
neo4j149,Neo4j.Driver.Internal.ExponentialBackoffRetryLogic.Retry,neo4j148,neo4j2,neo4j,31,2,1,53,53,53,38,31,37,33,53,3,3,3,4,2,3,2,3,2,2,2,3,1,2,1,2,1,0,0
neo4j150,Neo4j.Driver.Internal.ExponentialBackoffRetryLogic.RetryAsync,neo4j148,neo4j2,neo4j,32,2,1,32,32,32,39,32,38,34,32,2,2,2,4,2,3,2,2,1,1,1,3,1,2,1,1,1,0,0
neo4j151,Neo4j.Driver.Internal.ExponentialBackoffRetryLogic.ComputeDelayWithJitter,neo4j148,neo4j2,neo4j,6,1,1,38,59,48,6,6,6,6,91,3,4,3,1,1,1,1,6,2,3,2,1,1,1,1,4,1,0,0
neo4j161,Neo4j.Driver.Internal.Session.Run,neo4j160,neo4j2,neo4j,16,1,1,51,78,64,112,17,68,31,236,4,4,4,19,2,7,3,12,3,3,3,15,2,5,2,11,1,0,0
neo4j162,Neo4j.Driver.Internal.Session.RunAsync,neo4j160,neo4j2,neo4j,17,1,1,61,61,61,121,17,67,34,61,4,4,4,22,1,8,3,4,3,3,3,16,1,5,2,3,1,0,0
neo4j163,Neo4j.Driver.Internal.Session.BeginTransaction,neo4j160,neo4j2,neo4j,5,1,1,16,45,23,151,14,68,31,285,2,3,2,25,2,8,4,21,2,3,2,18,2,6,3,20,1,0,1
neo4j164,Neo4j.Driver.Internal.Session.BeginTransactionWithoutLogging,neo4j160,neo4j2,neo4j,11,1,1,25,56,34,111,12,63,34,315,3,4,3,18,2,7,4,25,3,4,3,13,2,5,3,24,1,0,0
neo4j165,Neo4j.Driver.Internal.Session.ReadTransaction,neo4j160,neo4j2,neo4j,5,1,1,5,5,5,142,14,77,33,5,1,1,1,25,2,9,4,1,1,1,1,20,2,7,4,1,1,0,0
neo4j166,Neo4j.Driver.Internal.Session.WriteTransaction,neo4j160,neo4j2,neo4j,5,1,1,5,5,5,142,14,77,33,5,1,1,1,25,2,9,4,1,1,1,1,20,2,7,4,1,1,0,0
neo4j167,Neo4j.Driver.Internal.Session.RunTransaction,neo4j160,neo4j2,neo4j,9,1,1,14,14,14,137,9,72,28,19,2,2,2,24,1,8,3,3,2,2,2,19,1,6,3,3,1,0,1
neo4j168,Neo4j.Driver.Internal.Session.BeginTransactionAsync,neo4j160,neo4j2,neo4j,5,1,1,15,33,21,151,16,66,37,155,2,3,2,25,2,9,5,11,2,2,2,19,2,7,4,10,1,0,0
neo4j169,Neo4j.Driver.Internal.Session.BeginTransactionWithoutLoggingAsync,neo4j160,neo4j2,neo4j,11,1,1,26,44,31,132,11,61,35,186,3,4,3,22,1,8,4,15,3,3,3,16,1,6,3,14,1,0,0
neo4j170,Neo4j.Driver.Internal.Session.ReadTransactionAsync,neo4j160,neo4j2,neo4j,5,1,1,5,5,5,164,15,76,40,5,1,1,1,29,2,10,5,1,1,1,1,23,2,8,4,1,1,0,0
neo4j171,Neo4j.Driver.Internal.Session.WriteTransactionAsync,neo4j160,neo4j2,neo4j,5,1,1,5,5,5,164,15,76,40,5,1,1,1,29,2,10,5,1,1,1,1,23,2,8,4,1,1,0,0
neo4j172,Neo4j.Driver.Internal.Session.RunTransactionAsync,neo4j160,neo4j2,neo4j,10,1,1,15,15,15,159,10,71,35,20,2,2,2,28,1,9,4,3,2,2,2,22,1,7,3,3,1,0,1
neo4j180,Neo4j.Driver.Internal.Session.Dispose,neo4j160,neo4j2,neo4j,19,3,1,19,19,19,108,27,64,41,19,3,3,3,15,4,8,5,3,1,1,1,9,2,4,2,1,1,0,0
neo4j181,Neo4j.Driver.Internal.Session.CloseAsync,neo4j160,neo4j2,neo4j,14,2,1,27,58,37,229,14,118,76,156,3,5,3,34,2,14,9,10,2,3,2,24,1,9,5,8,1,0,0
neo4j182,Neo4j.Driver.Internal.Session.OnResultConsumed,neo4j160,neo4j2,neo4j,9,1,1,9,9,9,29,17,21,19,9,1,1,1,6,3,4,3,1,1,1,1,5,3,3,3,1,1,0,0
neo4j183,Neo4j.Driver.Internal.Session.OnResultConsumedAsync,neo4j160,neo4j2,neo4j,6,1,1,6,6,6,29,16,18,17,6,1,1,1,7,3,4,3,1,1,1,1,5,2,3,2,1,1,0,0
neo4j184,Neo4j.Driver.Internal.Session.OnTransactionDispose,neo4j160,neo4j2,neo4j,14,1,1,14,14,14,51,22,31,26,14,1,1,1,9,3,4,3,1,1,1,1,7,3,3,3,1,1,0,0
neo4j185,Neo4j.Driver.Internal.Session.OnTransactionDisposeAsync,neo4j160,neo4j2,neo4j,11,1,1,11,11,11,51,21,28,23,11,1,1,1,10,3,4,3,1,1,1,1,7,2,3,2,1,1,0,0
neo4j186,Neo4j.Driver.Internal.Session.UpdateBookmark,neo4j160,neo4j2,neo4j,12,2,1,12,57,33,17,17,17,17,322,2,5,4,3,3,3,3,25,1,4,3,2,2,2,2,23,1,0,0
neo4j187,Neo4j.Driver.Internal.Session.DisposeTransaction,neo4j160,neo4j2,neo4j,21,2,1,40,40,40,29,29,29,29,40,5,5,5,4,4,4,4,5,2,2,2,2,2,2,2,2,1,0,0
neo4j188,Neo4j.Driver.Internal.Session.DisposeTransactionAsync,neo4j160,neo4j2,neo4j,16,2,1,43,74,53,158,16,104,76,172,5,7,5,24,2,12,9,12,3,4,3,18,1,8,5,9,1,0,0
neo4j189,Neo4j.Driver.Internal.Session.DisposeSessionResult,neo4j160,neo4j2,neo4j,37,3,1,56,122,86,46,38,45,41,614,6,8,7,6,4,5,4,44,2,6,5,4,2,3,2,38,1,0,0
neo4j190,Neo4j.Driver.Internal.Session.DisposeSessionResultAsync,neo4j160,neo4j2,neo4j,32,3,1,59,100,71,44,32,43,37,371,6,8,6,7,3,6,4,28,3,5,4,4,1,3,2,23,1,0,0
neo4j191,Neo4j.Driver.Internal.Session.DisposeConnection,neo4j160,neo4j2,neo4j,7,1,1,16,129,88,8,8,8,8,644,2,9,8,2,2,2,2,47,2,7,5,2,2,2,2,41,1,0,0
neo4j192,Neo4j.Driver.Internal.Session.DisposeConnectionAsync,neo4j160,neo4j2,neo4j,10,2,1,16,110,75,11,10,11,10,398,3,10,8,3,2,3,2,32,2,6,5,2,1,2,1,26,1,0,0
neo4j193,Neo4j.Driver.Internal.Session.EnsureCanRunMoreStatements,neo4j160,neo4j2,neo4j,7,1,1,32,85,50,73,16,52,32,558,4,5,4,11,3,6,4,38,4,5,4,7,2,4,2,36,1,0,0
neo4j194,Neo4j.Driver.Internal.Session.EnsureCanRunMoreStatementsAsync,neo4j160,neo4j2,neo4j,7,1,1,33,68,40,71,16,50,35,254,4,5,4,12,3,7,4,20,4,4,4,7,2,4,2,18,1,0,0
neo4j195,Neo4j.Driver.Internal.Session.EnsureNoOpenTransaction,neo4j160,neo4j2,neo4j,9,2,1,41,94,56,9,9,9,9,821,6,7,6,2,2,2,2,60,5,6,5,1,1,1,1,55,1,0,0
neo4j196,Neo4j.Driver.Internal.Session.EnsureSessionIsOpen,neo4j160,neo4j2,neo4j,11,2,1,43,96,58,11,11,11,11,823,6,7,6,2,2,2,2,60,5,6,5,1,1,1,1,55,1,0,0
neo4j198,Neo4j.Driver.Internal.StatementRunner.Run,neo4j197,neo4j2,neo4j,1,1,1,12,22,15,1,1,1,1,200,2,2,2,1,1,1,1,15,2,2,2,1,1,1,1,15,1,0,1
neo4j199,Neo4j.Driver.Internal.StatementRunner.RunAsync,neo4j197,neo4j2,neo4j,1,1,1,13,27,20,1,1,1,1,254,2,2,2,1,1,1,1,14,2,2,2,1,1,1,1,14,1,0,1
neo4j201,Neo4j.Driver.Internal.IResultResourceHandler.OnResultConsumed,neo4j200,neo4j2,neo4j,1,1,1,15,37,29,1,1,1,1,73,3,5,4,1,1,1,1,8,2,3,2,1,1,1,1,5,1,0,0
neo4j202,Neo4j.Driver.Internal.IResultResourceHandler.OnResultConsumedAsync,neo4j200,neo4j2,neo4j,1,1,1,15,37,29,1,1,1,1,73,3,5,4,1,1,1,1,8,2,3,2,1,1,1,1,5,1,0,0
neo4j204,Neo4j.Driver.Internal.ITransactionResourceHandler.OnTransactionDispose,neo4j203,neo4j2,neo4j,1,1,1,47,47,47,1,1,1,1,47,6,6,6,1,1,1,1,6,2,2,2,1,1,1,1,2,1,0,0
neo4j205,Neo4j.Driver.Internal.ITransactionResourceHandler.OnTransactionDisposeAsync,neo4j203,neo4j2,neo4j,1,1,1,60,121,82,1,1,1,1,282,7,13,9,1,1,1,1,23,4,7,5,1,1,1,1,17,1,0,0
neo4j207,Neo4j.Driver.Internal.Transaction.Dispose,neo4j206,neo4j2,neo4j,46,5,1,46,46,46,113,47,67,62,46,5,5,5,18,6,8,7,5,1,1,1,12,2,4,3,1,1,0,0
