neo4j4109,SCC4109,,,neo4j,116,21,2,134,158,146,116,116,116,116,440,24,24,24,21,21,21,21,38,4,4,4,2,2,2,2,18,0,0,0
neo4j4110,SCC4110,,,neo4j,61,17,4,61,61,61,482,61,169,111,61,17,17,17,115,17,48,27,17,4,4,4,34,4,11,7,4,0,0,0
